word,n_ratings,n,prop_known,rating,rating_sd
limestone,10,10,1,4,2.1081851067789197
limey,12,12,1,4.916666666666667,2.0207259421636903
limit,10,10,1,2.7,1.4181364924121764
limitation,13,13,1,3.230769230769231,2.314945865236239
limitative,10,10,1,2,1.247219128924647
limited,10,10,1,3.3,1.2516655570345725
limiting,13,13,1,3.8461538461538463,2.1152680620571416
limitless,10,10,1,5.8,0.7888106377466155
limo,8,9,0.8888888888888888,4.125,1.8850918886280925
limousine,13,13,1,3.6923076923076925,2.1750331562459526
limp,14,14,1,4.642857142857143,2.0232168923292906
line,10,10,1,5,2.494438257849294
lineage,10,10,1,4.2,1.8135294011647258
linear,13,13,1,3.769230769230769,1.739436985245808
linen,10,10,1,3.5,1.5811388300841898
liner,10,10,1,3.2,1.1352924243950935
linger,10,10,1,3.8,2.043961295567452
lingerie,10,10,1,3.6,1.2649110640673518
lingo,10,10,1,3.2,1.6193277068654826
linguine,11,11,1,4.363636363636363,2.2033033051637387
linguist,10,11,0.9090909090909091,4.2,2.043961295567452
linguistics,10,10,1,3,1.4907119849998598
lining,11,11,1,3.3636363636363638,1.5666989036012806
link,12,12,1,4.833333333333333,1.1934162828797101
linked,10,10,1,3.6,1.8973665961010275
linker,13,14,0.9285714285714286,3.6153846153846154,1.8045526471705546
links,10,10,1,3.3,1.888562063228706
linoleum,10,10,1,2.9,1.9692073983655907
lint,10,10,1,2.8,1.7511900715418263
lion,12,12,1,3.25,2.6671401094873817
lioness,10,10,1,4.2,1.8737959096740262
lip,10,10,1,4.6,2.1186998109427604
lipping,10,11,0.9090909090909091,4.9,0.9944289260117533
lipstick,10,10,1,4.3,2.4517567397911058
liquefy,10,10,1,4.5,1.8408935028645435
liqueur,10,10,1,3.7,1.946506842754191
liquid,14,14,1,4.642857142857143,2.0232168923292906
liquidate,11,11,1,4.181818181818182,1.8877596148970779
liquor,12,12,1,3,1.4770978917519928
lisp,11,11,1,6.181818181818182,0.7507571935295483
list,10,10,1,3.4,1.776388345929897
listed,10,10,1,2.6,2.1705094128132942
listen,10,10,1,3.8,1.4757295747452437
Listerine,10,10,1,2.7,1.636391694484477
listing,11,11,1,3.909090909090909,1.7002673586554236
listless,11,11,1,3.5454545454545454,2.5045413298101655
literacy,14,14,1,3.2142857142857144,1.7619295117556788
literal,10,10,1,4,2.449489742783178
literalism,10,10,1,3.9,2.183269719175042
literality,13,13,1,3.1538461538461537,1.908147174886057
literalize,10,10,1,3,1.4142135623730951
literary,10,10,1,3.7,1.3374935098492586
literate,10,10,1,3.9,1.728840330651992
literature,11,11,1,4.2727272727272725,1.7372915179041823
lithium,12,12,1,2.6666666666666665,1.9694638556693238
litigator,12,13,0.9230769230769231,2.8333333333333335,1.5859229221975182
litter,16,16,1,3.8125,1.7594980344783944
little,10,10,1,3,2.0548046676563256
live,17,17,1,3.3529411764705883,1.902011319320558
lived,10,10,1,3.9,2.2335820757001272
lively,10,10,1,4.9,2.0248456731316584
liver,10,10,1,3.5,2.3687784005919825
livestock,10,10,1,3.8,2.043961295567452
livid,10,10,1,4.5,2.1213203435596424
living,10,10,1,3.1,2.0248456731316584
lizard,11,11,1,4.818181818181818,1.7215215257545762
llama,10,10,1,3.9,2.2335820757001272
load,12,12,1,2.8333333333333335,1.6966991126265962
loaded,13,13,1,4.153846153846154,2.2673829938997163
loader,12,12,1,3.75,2.261335084333227
loaf,10,10,1,4.6,2.0110804171997807
loafer,12,13,0.9230769230769231,4.25,1.9128750375000738
loan,14,14,1,2.7857142857142856,1.847183778644646
loath,10,10,1,3.5,1.8408935028645435
loathe,10,10,1,3.8,2.3944379994757297
loathing,12,12,1,3.6666666666666665,1.6696942198734437
loathsome,11,11,1,3.5454545454545454,1.694912172570388
lob,10,10,1,3.1,2.1317702607092643
lobby,10,10,1,3.1,1.66332999331662
lobbyist,10,10,1,3.2,2.440400695696417
lobe,10,10,1,4.4,1.3498971154211057
lobotomy,11,11,1,2.8181818181818183,1.7786613965666325
lobster,10,10,1,2.5,1.8408935028645435
local,10,10,1,4.1,2.0789954839350235
locality,10,10,1,3.2,2.485513584307633
localize,10,10,1,3.7,1.1595018087284057
locate,12,12,1,2.5833333333333335,1.5642792899510294
location,10,10,1,3.4,2.3664319132398464
loch,10,12,0.8333333333333334,2.5,1.8408935028645435
lock,11,11,1,4.545454545454546,1.9679246105293955
locker,12,12,1,4.25,1.764549903980152
locket,10,10,1,4.3,1.4944341180973264
lockout,11,11,1,4.909090909090909,1.9211738835693897
locksmith,11,11,1,4,2.4083189157584592
lockup,11,11,1,4.7272727272727275,1.2720777563426766
locomotive,10,10,1,4.5,1.2692955176439846
locust,10,10,1,2.4,1.3498971154211057
lodge,10,10,1,3.1,1.728840330651992
lodged,10,10,1,3.8,1.8135294011647258
lodging,10,10,1,4.3,1.4181364924121764
loft,10,10,1,3.6,2.065591117977289
lofty,11,11,1,4.363636363636363,2.157439559882375
log,10,10,1,3.8,2.1499353995462798
logger,11,12,0.9166666666666666,4.090909090909091,1.9211738835693897
logic,11,11,1,3.272727272727273,1.4893561757289013
logical,10,10,1,3.5,2.068278940998476
logistic,10,10,1,2.2,1.6193277068654826
logistics,10,10,1,3.2,1.8135294011647258
loin,14,16,0.875,3.2857142857142856,1.8156825980064073
loiter,10,10,1,3,1.8856180831641267
loll,10,12,0.8333333333333334,4.3,1.888562063228706
lollipop,11,12,0.9166666666666666,4.181818181818182,2.1362669223756576
lone,11,12,0.9166666666666666,4.454545454545454,1.916436086262016
lonely,11,11,1,5.090909090909091,1.9725387425622574
loner,12,12,1,5.083333333333333,1.5050420310248864
lonesome,10,10,1,4.3,1.70293863659264
long,11,11,1,5.545454545454546,1.8635254955935732
longevity,11,12,0.9166666666666666,4,1.7888543819998317
longing,10,10,1,4,2.160246899469287
longitude,10,10,1,4.1,2.0248456731316584
look,10,10,1,5.6,1.6465452046971292
looker,10,10,1,4.6,1.776388345929897
lookout,11,11,1,4.363636363636363,2.2033033051637387
loom,10,10,1,3.9,1.728840330651992
looming,12,12,1,4.666666666666667,1.4354811251305468
loon,11,12,0.9166666666666666,4.090909090909091,2.3432688900143517
loony,10,10,1,4.2,2.1499353995462798
loop,10,10,1,5.7,1.5670212364724212
loophole,10,10,1,4,1.632993161855452
loopy,11,11,1,5.363636363636363,1.1200649331826502
loose,11,11,1,5.090909090909091,1.513574937328539
loosen,10,10,1,4.7,1.4944341180973264
loot,11,11,1,4.545454545454546,1.7529196424044293
lord,10,10,1,3.8,1.8737959096740262
lording,12,13,0.9230769230769231,3.5,1.834021909257456
lordship,10,10,1,3.8,2.2010098692292237
lore,9,10,0.9,3.7777777777777777,1.986062547968831
lose,10,10,1,4.8,1.6193277068654826
loser,10,10,1,5.1,1.66332999331662
losing,10,10,1,3.7,1.888562063228706
loss,10,10,1,3.3,1.946506842754191
lost,10,10,1,4.8,2.3944379994757297
lot,10,10,1,3.1,1.5238839267549948
lotion,10,10,1,3.9,1.728840330651992
lottery,10,10,1,3.6,1.7126976771553504
lotto,14,16,0.875,3.2142857142857144,2.0448272986535274
lotus,10,11,0.9090909090909091,4.2,2.3944379994757297
loud,10,10,1,5.7,1.8287822299126937
lounge,10,10,1,4.2,1.9888578520235065
lounging,10,11,0.9090909090909091,3,1.632993161855452
louse,10,11,0.9090909090909091,3,1.7638342073763937
lousy,11,11,1,4.636363636363637,1.1200649331826502
lovable,14,14,1,5.071428571428571,1.5915297775935682
love,10,10,1,3.8,1.9321835661585918
lovebird,10,10,1,4.6,2.065591117977289
loved,10,10,1,4.2,2.440400695696417
loveless,10,10,1,4.1,2.378141197564929
lovely,11,11,1,4.2727272727272725,2.3276988246295565
lover,10,10,1,5,1.8257418583505538
lovesick,10,10,1,4.3,1.2516655570345725
loving,11,11,1,3.909090909090909,1.2210278829367867
low,10,10,1,4.8,1.6865480854231356
lower,11,11,1,3.1818181818181817,2.3587361793206894
lowly,12,12,1,3.75,1.4222261679238197
loyal,10,10,1,2.7,2.110818693198342
loyalist,11,11,1,2.909090909090909,1.7002673586554236
loyalty,11,11,1,3.3636363636363638,2.2482316283126735
lozenge,11,11,1,2.727272727272727,2.2401298663653004
lubricant,11,11,1,4.636363636363637,1.747725795010606
lubricate,10,10,1,4.6,1.6465452046971292
lucid,11,11,1,3.272727272727273,1.9021518914592015
luck,11,11,1,3.3636363636363638,2.157439559882375
luckily,11,12,0.9166666666666666,3.909090909090909,2.165850662190053
luckless,10,10,1,3.1,2.183269719175042
lucky,11,11,1,4.2727272727272725,1.954016841836789
lucrative,11,11,1,2.8181818181818183,1.4709304414677002
ludicrous,10,10,1,4.1,2.183269719175042
lug,10,12,0.8333333333333334,4.6,1.8973665961010275
luggage,10,10,1,4.7,1.5670212364724212
lukewarm,11,12,0.9166666666666666,3.3636363636363638,1.8586407545691703
lull,10,10,1,4.4,2.0110804171997807
lullaby,10,10,1,4.1,1.5951314818673865
lumber,10,10,1,4.1,1.3703203194062976
lumbering,10,10,1,4,1.7638342073763937
lumberjack,12,12,1,4.916666666666667,1.781640374554423
luminous,10,10,1,5.2,1.9888578520235065
lump,10,10,1,4.1,2.4698178070456938
lumpy,10,10,1,5.5,1.6499158227686108
lunacy,10,11,0.9090909090909091,2.6,1.776388345929897
lunar,12,12,1,4.083333333333333,1.4433756729740645
lunatic,10,11,0.9090909090909091,5.3,1.888562063228706
lunch,10,10,1,3.1,1.8529256146249728
luncheon,10,10,1,2.8,1.6193277068654826
lunchtime,10,10,1,3.7,2.263232692902394
lung,10,10,1,2.9,1.7919573407620817
lunge,11,11,1,5,1.7320508075688772
lurch,10,10,1,4.4,2.503331114069145
lure,10,10,1,4.6,1.6465452046971292
lurk,10,10,1,4.4,1.505545305418162
luscious,10,10,1,4.3,2.406010991015812
lush,11,11,1,5.090909090909091,1.3751033019046572
lust,12,12,1,4.333333333333333,1.3706888336846839
lustful,10,10,1,4.4,2.1186998109427604
lusty,13,13,1,4.461538461538462,2.1838568563966754
lute,10,11,0.9090909090909091,3.7,1.766981104093143
luxuriant,12,13,0.9230769230769231,2.9166666666666665,1.880924981991251
luxuriate,12,14,0.8571428571428572,4,2.1320071635561044
luxurious,10,10,1,4.4,1.837873166945363
luxury,11,11,1,4.636363636363637,2.062654952856986
lye,11,12,0.9166666666666666,2.6363636363636362,2.062654952856986
lying,10,10,1,3.7,1.766981104093143
lymph,11,11,1,3.5454545454545454,1.5075567228888183
lymphoma,10,11,0.9090909090909091,2.8,1.7511900715418263
lynch,10,10,1,4,1.3333333333333333
lynx,10,11,0.9090909090909091,4,2.5385910352879693
lyric,10,10,1,3.1,1.5238839267549948
mac,13,15,0.8666666666666667,2.8461538461538463,2.230327100305911
macadamia,10,10,1,3.4,2.065591117977289
macarena,11,12,0.9166666666666666,3.3636363636363638,2.157439559882375
macaroni,17,17,1,3.8823529411764706,1.9000773978043786
macaroon,10,10,1,2.4,1.7126976771553504
mace,11,12,0.9166666666666666,2.1818181818181817,1.4709304414677002
machete,10,10,1,3.4,2.1186998109427604
machine,10,10,1,3.5,1.8408935028645435
machinery,10,10,1,3.9,2.0248456731316584
mackerel,10,12,0.8333333333333334,2.1,1.5951314818673865
mad,10,10,1,4.8,1.9888578520235065
madam,17,17,1,2.8823529411764706,1.4090046549415864
made,10,10,1,2.1,1.5951314818673865
mademoiselle,10,11,0.9090909090909091,2.8,1.9888578520235065
madman,11,11,1,4,1.6733200530681511
madness,10,10,1,4.3,1.8287822299126937
maestro,10,11,0.9090909090909091,3.5,1.8408935028645435
Mafia,12,12,1,3.6666666666666665,1.8257418583505538
magazine,11,11,1,3.3636363636363638,2.5796405669289384
maggot,10,12,0.8333333333333334,3.4,1.837873166945363
magic,10,10,1,3.6,1.577621275493231
magical,11,11,1,5,2.3664319132398464
magician,14,14,1,3.7142857142857144,2.334641182398154
magma,10,10,1,4.3,1.888562063228706
magnanimous,11,12,0.9166666666666666,3.727272727272727,2.195035721390843
magnesium,14,14,1,1.7857142857142858,1.1217137594956024
magnet,13,13,1,3.076923076923077,1.7541160386140584
magnetic,10,10,1,5.1,0.8755950357709131
magnetism,10,10,1,3.3,2.263232692902394
magnetize,11,11,1,3.6363636363636362,1.8040358795061295
magnification,11,11,1,3.8181818181818183,2.088931871468374
magnificence,11,12,0.9166666666666666,5,1.3416407864998738
magnificent,12,12,1,3.6666666666666665,1.556997888323046
magnify,10,10,1,4.1,2.1317702607092643
magnitude,10,11,0.9090909090909091,4.4,1.429840705968481
magnolia,12,14,0.8571428571428572,3.6666666666666665,2.1033883198882757
magpie,11,12,0.9166666666666666,3.727272727272727,2.4936282437809005
mahogany,14,16,0.875,3.7142857142857144,1.8156825980064073
maid,11,11,1,2.6363636363636362,1.8040358795061295
maiden,11,11,1,3.727272727272727,2.0045403009622476
mail,10,10,1,4.1,2.0248456731316584
mailbox,12,12,1,4.75,2.261335084333227
mailed,12,12,1,3.6666666666666665,1.6143297699232972
mailing,12,12,1,3.4166666666666665,1.5050420310248864
mailman,10,10,1,5,1.632993161855452
maim,10,11,0.9090909090909091,2.9,1.5951314818673865
main,10,10,1,3,1.8856180831641267
mainland,11,11,1,4.2727272727272725,1.954016841836789
mainstream,10,10,1,3,2
maintain,10,10,1,2.9,1.66332999331662
maintenance,11,11,1,2.8181818181818183,1.5374122295716148
maize,10,10,1,3.1,1.8529256146249728
majestic,10,10,1,3.5,1.9578900207451218
majesty,10,10,1,3.9,1.449137674618944
major,10,10,1,3.8,1.398411797560202
majority,10,10,1,3.6,1.837873166945363
make,13,13,1,3.3846153846153846,2.1809195896250406
maker,10,11,0.9090909090909091,3.4,1.7126976771553504
makeshift,12,12,1,4.083333333333333,1.880924981991251
makeup,10,10,1,4.4,2.3190036174568114
making,10,10,1,2.7,2.110818693198342
maladjusted,10,10,1,2.7,2.057506581601462
malady,10,11,0.9090909090909091,3,2.0548046676563256
malaria,10,10,1,3,2.0548046676563256
male,11,11,1,3.6363636363636362,2.377928816122437
malfunction,12,12,1,4.083333333333333,2.108783937953269
malice,11,11,1,4.090909090909091,2.0714509627092528
malicious,13,13,1,3.6923076923076925,2.0568833780186058
malign,10,11,0.9090909090909091,3.6,2.1186998109427604
malignant,10,10,1,3.7,2.1628170930011112
mall,10,10,1,2.6,1.2649110640673518
mallet,10,10,1,4,1.632993161855452
malnutrition,10,10,1,4.6,1.6465452046971292
malpractice,11,11,1,3.727272727272727,1.7372915179041823
malt,10,10,1,2.4,1.8973665961010275
malty,13,15,0.8666666666666667,4.615384615384615,1.8501559185854912
mama,10,10,1,4.9,1.3703203194062976
mambo,10,11,0.9090909090909091,3.8,1.6865480854231356
mamma,10,11,0.9090909090909091,4.2,2.250925735484551
mammal,11,11,1,2.5454545454545454,2.018099916438052
mammogram,10,10,1,3.8,1.8737959096740262
mammoth,10,10,1,5,1.699673171197595
man,13,13,1,3.923076923076923,1.8009968749527978
manacle,10,11,0.9090909090909091,3.6,1.0749676997731399
manage,11,11,1,3.6363636363636362,1.8040358795061295
manageable,10,10,1,2.8,1.6193277068654826
management,11,11,1,2.8181818181818183,1.4709304414677002
manager,10,10,1,3.3,2.4517567397911058
managerial,10,11,0.9090909090909091,3.9,1.7919573407620817
manatee,10,10,1,4.4,1.776388345929897
mandarin,10,10,1,3.2,2.1499353995462798
mandate,12,12,1,4.25,1.9598237397554634
mandolin,12,12,1,3,2.1320071635561044
mane,10,10,1,3.2,2.1499353995462798
manger,10,10,1,2.6,1.837873166945363
mangle,10,10,1,5.1,1.911950719959998
mango,17,17,1,2.764705882352941,2.0775409672466716
manhandle,10,11,0.9090909090909091,5.3,1.8287822299126937
manhole,10,10,1,4.8,2.0976176963403033
manhood,10,10,1,4.7,2.110818693198342
mania,10,10,1,4,1.4142135623730951
maniac,12,12,1,4.666666666666667,2.0150945537631877
manic,10,11,0.9090909090909091,3.9,1.7919573407620817
manicotti,17,18,0.9444444444444444,2.6470588235294117,1.5788119136944494
manicure,9,9,1,3.111111111111111,1.0540925533894598
manifest,10,10,1,3.8,1.4757295747452437
manifestation,10,10,1,3.8,2.043961295567452
manifesto,10,11,0.9090909090909091,4.1,2.0789954839350235
manipulate,11,11,1,3.8181818181818183,1.8877596148970779
manipulation,10,10,1,2.1,1.449137674618944
manipulative,10,10,1,2.4,1.505545305418162
mankind,10,10,1,3.9,1.66332999331662
manly,11,11,1,5.363636363636363,2.157439559882375
manner,10,10,1,3,1.247219128924647
mannered,10,10,1,3.5,2.068278940998476
manor,10,10,1,2.1,1.286683937707919
manpower,10,10,1,5.4,2.0110804171997807
mansion,10,10,1,3.3,1.888562063228706
manslaughter,15,15,1,4.466666666666667,1.9591057240729093
mantel,10,10,1,2.1,1.1005049346146119
mantis,10,10,1,3.5,2.273030282830976
mantle,10,10,1,2.4,1.505545305418162
manual,10,10,1,2.5,1.2692955176439846
manufacture,10,10,1,3.2,1.9321835661585918
manure,11,11,1,4.181818181818182,1.662418829187267
manuscript,11,11,1,3.8181818181818183,1.6011359603844901
many,10,10,1,3.3,2.263232692902394
map,10,10,1,3.2,2.485513584307633
maple,10,10,1,2.8,1.3165611772087666
mar,10,12,0.8333333333333334,3.5,1.9578900207451218
marathon,11,11,1,2.8181818181818183,2.088931871468374
marble,10,10,1,4.1,2.1317702607092643
march,10,10,1,4.9,1.3703203194062976
mare,12,12,1,1.75,0.9653072991634227
margarine,10,10,1,3,1.7638342073763937
Margarita,10,10,1,2.6,2.1186998109427604
margin,10,10,1,3.7,2.5407785333546005
marginal,10,10,1,3.4,1.6465452046971292
marigold,10,10,1,3,1.699673171197595
marijuana,10,10,1,3.5,2.592724864350674
marinara,10,10,1,2.5,1.1785113019775793
marine,9,9,1,4.888888888888889,1.964971020425266
marionette,10,10,1,2.7,2.263232692902394
marital,11,11,1,3.5454545454545454,1.6348477827391983
mark,10,10,1,5.1,1.7919573407620817
marked,10,10,1,3.3,1.946506842754191
marker,10,10,1,4.6,1.8973665961010275
market,10,10,1,3.1,1.5238839267549948
marketable,11,11,1,2.8181818181818183,1.7215215257545762
marketing,10,10,1,3.4,1.8973665961010275
marketplace,12,12,1,3.1666666666666665,2.0375267241229382
marking,10,10,1,4.1,1.5238839267549948
markup,10,10,1,4.5,1.5811388300841898
marlin,12,12,1,2.3333333333333335,1.8257418583505538
marmalade,10,11,0.9090909090909091,2.6,1.505545305418162
maroon,11,11,1,2.4545454545454546,1.5075567228888183
marquee,11,11,1,2.6363636363636362,2.377928816122437
marriage,10,10,1,2.5,1.35400640077266
married,11,11,1,3.090909090909091,1.6403990645294488
marrow,10,10,1,3,1.1547005383792515
marry,10,10,1,3.7,2.057506581601462
marsh,13,13,1,5,1.5811388300841898
marshal,10,11,0.9090909090909091,3.5,1.7159383568311668
marshmallow,10,10,1,3.6,2.4129281427805145
mart,10,11,0.9090909090909091,2,1.0540925533894598
martial,11,11,1,3.1818181818181817,2.3159525823376357
martini,10,10,1,3.3,2.263232692902394
martyr,10,10,1,4.4,2.1705094128132942
marvel,10,10,1,4.3,1.4181364924121764
marvelous,12,12,1,3.25,2.050498830661811
Marxism,10,11,0.9090909090909091,2.3,1.4181364924121764
mascara,10,10,1,2.1,1.5951314818673865
mascot,11,11,1,3.3636363636363638,1.5666989036012806
masculine,10,10,1,3.2,2.1499353995462798
mash,13,13,1,6.3076923076923075,0.7510676161988108
mashed,10,10,1,5.3,2.3118054512532935
mask,10,10,1,5.3,1.766981104093143
masked,10,10,1,3.4,2.270584848790187
masochist,10,11,0.9090909090909091,2.3,1.5670212364724212
mason,11,11,1,2.727272727272727,1.348399724926484
masquerade,10,10,1,3.3,2.110818693198342
mass,10,10,1,3.9,1.9692073983655907
massacre,11,11,1,3.727272727272727,1.954016841836789
massage,10,10,1,3.8,1.398411797560202
masseuse,14,14,1,3.4285714285714284,1.9889806323953876
massive,10,11,0.9090909090909091,5.2,1.8737959096740262
mast,10,12,0.8333333333333334,3.5,1.9578900207451218
master,10,10,1,3.9,1.7919573407620817
masterful,10,10,1,3.9,1.9692073983655907
masterly,12,12,1,3.1666666666666665,2.443296332763787
mastermind,10,10,1,3.7,2.263232692902394
masterpiece,12,12,1,4,1.954016841836789
mastery,11,11,1,3.8181818181818183,2.3587361793206894
masturbate,10,10,1,3.5,1.7795130420052185
masturbation,10,10,1,3.7,2.2135943621178655
mat,10,10,1,4,2.309401076758503
match,13,13,1,3.923076923076923,1.5525000516123695
matchbox,10,10,1,4.3,1.946506842754191
matchless,10,10,1,3.5,1.8408935028645435
mate,10,10,1,4.3,2.0027758514399734
material,10,10,1,4.6,1.7126976771553504
materialism,11,11,1,1.9090909090909092,1.513574937328539
materialist,10,10,1,3.4,2.3190036174568114
materialistic,11,12,0.9166666666666666,3.5454545454545454,2.1616492020508953
materialize,11,11,1,3,1.7320508075688772
maternal,13,13,1,3.6153846153846154,1.5021352323976216
maternity,18,18,1,3.2777777777777777,2.444815776905601
math,10,10,1,3.2,2.485513584307633
mathematics,10,10,1,4,1.9436506316151
matrimony,10,11,0.9090909090909091,2.3,1.5670212364724212
matrix,10,10,1,3.9,2.0248456731316584
matron,10,12,0.8333333333333334,2.7,1.3374935098492586
matted,16,16,1,4.625,1.5864005379054391
matter,10,10,1,2.9,2.0789954839350235
mattress,11,11,1,3.8181818181818183,2.227921983292136
mature,10,10,1,3.2,1.3165611772087666
maturity,13,13,1,3.230769230769231,1.535895295576609
maverick,10,12,0.8333333333333334,3.7,2.057506581601462
maxi,11,12,0.9166666666666666,4,2.0976176963403033
maxim,11,12,0.9166666666666666,3.8181818181818183,2.4420557658735733
maximize,11,11,1,4.090909090909091,2.0714509627092528
maximum,10,10,1,4.9,2.0789954839350235
may,10,10,1,2.4,1.3498971154211057
maybe,10,10,1,3.4,2.1186998109427604
mayhem,10,10,1,4.8,1.9321835661585918
mayo,10,11,0.9090909090909091,2.8,1.398411797560202
mayonnaise,10,10,1,2.4,1.1737877907772674
mayor,10,10,1,4.1,2.4698178070456938
maze,11,11,1,4.2727272727272725,2.101947149236112
me,10,10,1,4.9,2.378141197564929
meadow,14,14,1,3.7142857142857144,1.8156825980064073
meager,10,11,0.9090909090909091,3.7,1.8287822299126937
meal,11,11,1,3.8181818181818183,2.3159525823376357
mean,10,10,1,2.9,1.911950719959998
meander,12,12,1,4.666666666666667,1.6696942198734437
meanie,10,10,1,5.6,1.1737877907772674
meaning,10,10,1,3.3,2.406010991015812
meaningful,12,12,1,4.833333333333333,2.124888588879783
meaningless,12,12,1,3.5,1.9306145983268455
meanness,11,11,1,3.8181818181818183,2.0404990476930793
meant,10,10,1,2,1.1547005383792515
meantime,11,11,1,2.1818181818181817,1.0787197799411874
measles,11,11,1,3.1818181818181817,1.662418829187267
measurable,11,11,1,2.909090909090909,1.7580981459830651
measure,12,12,1,3.4166666666666665,1.9286515936521478
measured,10,10,1,3.8,2.043961295567452
measureless,11,11,1,2.3636363636363638,1.689540012709215
measurement,11,11,1,2.3636363636363638,1.8586407545691703
meat,10,10,1,3.1,2.5144029554194813
meatball,10,10,1,4.3,2.110818693198342
meaty,11,11,1,3.727272727272727,2.053821272209882
mechanic,11,11,1,3.727272727272727,1.555050423035156
mechanism,10,10,1,4.2,1.4757295747452437
medal,14,14,1,3.7857142857142856,1.7177163475234933
medallion,11,11,1,4.909090909090909,1.868397465987655
meddlesome,14,14,1,4.214285714285714,1.6723346844167577
media,10,10,1,2.8,1.9888578520235065
median,11,11,1,4.818181818181818,1.7215215257545762
mediate,11,11,1,3.1818181818181817,0.873862897505303
medic,11,11,1,3.6363636363636362,1.9632996344280855
medical,10,10,1,4.1,2.7264140062238043
medicate,11,11,1,4.2727272727272725,1.954016841836789
medication,12,12,1,2.75,2.220769727328383
medicinal,10,10,1,4.3,1.636391694484477
medicine,11,11,1,3.909090909090909,2.165850662190053
medieval,10,10,1,3.9,2.282785822435191
mediocre,10,10,1,3.8,2.043961295567452
mediocrity,10,10,1,1.9,0.9944289260117533
meditate,10,10,1,3.4,1.429840705968481
meditation,11,11,1,3.727272727272727,1.954016841836789
meditative,11,11,1,3.272727272727273,1.7939291563999449
medium,10,10,1,3.9,2.1317702607092643
medley,10,10,1,3.7,1.5670212364724212
meek,15,15,1,5.066666666666666,1.3870146083619754
meerkat,10,10,1,3.2,2.3944379994757297
meet,10,10,1,2.8,1.9888578520235065
meeting,16,16,1,4.125,1.8929694486000912
megaphone,10,10,1,5,2.211083193570267
melancholy,12,12,1,3.1666666666666665,1.4668044012461754
mellow,11,11,1,5.090909090909091,1.7580981459830651
melodious,10,11,0.9090909090909091,4.8,2.0976176963403033
melody,10,10,1,4.6,2.065591117977289
melon,10,10,1,2.9,2.282785822435191
melt,12,12,1,4.75,1.6025547785276542
member,10,10,1,3.4,2.0110804171997807
membership,10,10,1,3,2.0548046676563256
membrane,10,10,1,3.2,2.043961295567452
memento,10,10,1,3.2,1.6193277068654826
memo,11,11,1,3,2
memorabilia,10,11,0.9090909090909091,3.8,1.4757295747452437
memorable,10,10,1,4.1,0.9944289260117533
memorize,10,10,1,3.1,1.728840330651992
memory,10,10,1,2.6,1.429840705968481
men,10,10,1,4.3,2.1628170930011112
menace,11,11,1,4.181818181818182,1.9908883353006928
mend,11,11,1,4.2727272727272725,1.618079669911781
mending,12,12,1,3.75,1.9598237397554634
menial,10,11,0.9090909090909091,2.2,1.2292725943057183
meningitis,14,14,1,3,2.0380986614602725
menopause,10,10,1,3.2,2.3944379994757297
menstrual,10,10,1,3.9,2.330951164939612
mental,10,10,1,3,2.449489742783178
mentality,10,10,1,4,1.9436506316151
menthol,10,10,1,2.7,1.766981104093143
mention,10,10,1,2.5,1.35400640077266
mentor,10,11,0.9090909090909091,3.1,2.4244128727957577
menu,12,12,1,1.5833333333333333,0.9962049198956219
meow,10,10,1,5.8,1.5491933384829668
merchandise,11,11,1,3.4545454545454546,1.9679246105293955
merchant,10,10,1,4,1.8856180831641267
merciful,10,10,1,5.1,1.1005049346146119
merciless,10,10,1,3.4,1.505545305418162
mercy,11,11,1,3.090909090909091,1.7580981459830651
merely,11,11,1,3,2
merengue,11,13,0.8461538461538461,3.090909090909091,2.119176512447486
merge,10,10,1,3.7,1.8287822299126937
merger,10,10,1,3.6,2.065591117977289
merit,12,12,1,2.3333333333333335,1.775250729197189
mermaid,10,10,1,3.9,2.1317702607092643
merry,11,11,1,3.4545454545454546,1.8090680674665818
mesh,10,10,1,4.3,1.888562063228706
mesmerize,10,10,1,4.9,1.728840330651992
mess,10,10,1,3.8,1.6865480854231356
message,10,10,1,3,1.4142135623730951
messenger,12,12,1,3.6666666666666665,1.874873733122184
Messiah,10,11,0.9090909090909091,4.3,1.8287822299126937
messy,10,11,0.9090909090909091,4.7,1.888562063228706
met,10,10,1,3.5,1.7795130420052185
metal,14,14,1,3.857142857142857,2.0701966780270626
metallic,10,10,1,3.8,1.4757295747452437
metamorphose,10,10,1,3.2,1.8737959096740262
metaphor,10,10,1,3.1,1.8529256146249728
metaphysic,11,11,1,4.545454545454546,2.018099916438052
metaphysical,12,14,0.8571428571428572,3.4166666666666665,1.9286515936521478
meteor,13,13,1,4.230769230769231,1.8776690404970269
meteorite,10,10,1,3.8,1.9888578520235065
meteorology,10,10,1,4.1,2.5582111805799856
meter,10,10,1,4.7,0.9486832980505138
meth,10,10,1,2.9,2.378141197564929
methadone,13,16,0.8125,2.076923076923077,1.4978617237881953
methamphetamine,11,11,1,3.090909090909091,2.3432688900143517
methane,10,10,1,3.5,1.7159383568311668
method,10,10,1,2.6,1.429840705968481
methodical,10,10,1,3.5,2.0138409955990952
methodology,14,14,1,2.5714285714285716,1.6035674514745464
meticulous,10,10,1,3.6,1.9550504398153574
metric,10,10,1,3.2,1.4757295747452437
metro,10,10,1,2.7,1.766981104093143
metropolis,10,11,0.9090909090909091,2.9,1.5951314818673865
metropolitan,10,10,1,2.1,1.1972189997378648
