Word,valence,arousal,dominance
indiscreet,3.84,4.38,4.4
indiscretion,4.11,4.22,3.29
indispensable,6.37,4.15,5.75
indisposed,4.52,4.6,4.31
indistinct,4.32,4.39,4.21
individual,6.17,3.47,6.86
individuality,6.95,5.67,7.25
indivisible,5.38,4.1,4.95
indoor,6.29,2.86,6.54
induce,5,3.17,3.73
induction,5.32,4.09,4.91
indulge,6.33,5.2,5.5
indulgence,5.74,5.29,4.91
indulgent,4.86,4.68,5.85
industrial,4.65,4.72,5.08
industrialist,4.37,4.77,5.48
industry,5.07,4.25,4.65
ineffective,3.11,3.75,3.55
ineffectual,3.79,3.5,4.21
inefficient,4.05,3.96,5.6
inept,4.1,4.2,4.23
inertia,5.35,5.32,4.05
inevitable,4.1,4.27,3.15
inexcusable,3.68,3.59,3.82
inexpensive,7.63,4.74,5.72
inexperienced,3.5,3.67,3.64
inexplicable,4.55,5,4.43
infallible,5.86,3.79,5.3
infamous,4.86,4.32,5.04
infamy,4.36,5.05,4.65
infant,6.65,4.1,5.26
infantile,4.3,3.6,3.77
infantry,3.7,4.05,4.67
infatuated,6,6,4.8
infatuation,5.74,5.77,4.59
infect,2.84,4,3.7
infection,2,4.95,3.8
infectious,2.63,5.14,3.19
infer,4.79,3.82,4.95
inferior,3.43,4.55,3.35
inferiority,3.09,3.47,3.33
infernal,4.14,6.3,4.61
inferno,3.24,6.14,3.32
infertility,3,4.8,2.62
infestation,2.3,5.83,2.75
infidel,3.9,4.52,5
infidelity,2.1,5.7,3.86
infield,4.75,3.87,5.52
infiltrate,4.41,5.13,5.11
infiltration,3.7,4.78,4.33
infinite,6.05,4.6,5.16
infinity,6.74,4,5.65
infirmary,3.52,4.13,4.25
inflammation,2.76,4.46,2.64
inflammatory,3,4.67,4.17
inflatable,4.79,2.8,5.55
inflate,4.3,3.3,5.28
inflated,5.13,3.55,4.47
inflation,2.91,4.5,4
inflict,3.35,3.71,4.6
influence,5.53,4.3,5.96
influential,5.94,4.33,6.52
influenza,2.86,4.91,2.76
info,5.95,3.72,5.06
infomercial,3.52,4.35,4.67
inform,5.18,3.33,6.4
informal,5.05,3.24,5.58
informant,4.5,4.3,4.79
information,6.33,2.3,5.39
informative,5.94,3.89,6.47
informer,4.25,4.81,5.71
infraction,3.86,5.05,4.1
infrared,4.39,4.41,5.25
infrastructure,5.14,4.16,5.33
infuriating,2.63,5.9,4.48
infuser,5.05,4.2,3.62
ingenious,5.61,5.45,6.6
ingenuity,6.52,4.39,5.92
ingest,5,3.56,6.26
ingrate,3.5,4.47,3.38
ingredient,5.86,2.45,5.85
inhabit,5.38,3.65,5.45
inhabitant,5.11,3.57,5.69
inhalation,5.25,3.33,4.72
inhale,5.36,4.43,5.89
inhaler,4.43,3.46,5.05
inherent,5.95,3.71,5.68
inherit,7.11,4.35,4.76
inheritance,6.8,5,5.04
inhibition,3.95,4.29,4.48
inhibitor,4.43,5.45,4.43
inhospitable,2.65,4.36,3.35
inhuman,3.18,5.24,3.64
inhumane,3.1,5.43,3.36
iniquity,4.25,3.38,4.92
initial,5.38,4.09,5.27
initiate,6.1,3.52,6.67
initiation,5.09,4.29,4.68
initiative,6.68,4.09,6.67
inject,3.32,4.14,4.74
injection,2.89,5.67,3.5
injunction,4.18,4.26,4.19
injure,3.74,5.9,4.22
injury,2.32,5.56,3.6
injustice,2.45,6.45,3.27
ink,5.65,3.73,6.32
inkling,5.63,3.9,4.71
inlet,5.57,2.75,4.75
inmate,2.67,4.73,3
inn,5.71,3.26,5.52
innards,3.11,3.29,4.17
innate,5.14,2.95,5.07
inner,5.11,3.5,5.71
innermost,5.25,3.57,6.24
inning,5.14,3.4,5.79
innkeeper,5.06,3.05,5.5
innocence,6.73,3.65,6.38
innocent,6.55,4.4,5.92
innocuous,5.28,3.7,4.78
innovation,6.95,6.42,6.38
innovative,6.38,4.17,6.55
innuendo,4.65,4.68,5.63
inoperable,2.5,5.05,3.23
input,5.05,3,6.17
inquest,3.77,3.71,5.81
inquire,5.32,3.73,6.25
inquiry,5.09,3.67,5.76
inquisitive,6,5.33,5.85
inquisitor,4,5.14,4.04
insane,2.55,5.14,3.74
insanity,2.7,7.79,4.12
insatiable,4.26,5.48,2.95
inscription,6.14,4.85,5.06
inscrutable,4.1,4.33,4.96
insect,4.43,4.67,4.79
insecticide,3.86,5.09,4.47
insecure,2.3,4.57,3.62
insecurity,2.24,4.81,3.56
insemination,3.65,4.68,5.07
insensitive,3.55,4.32,4.48
inseparable,5.67,4.32,4.9
insert,5.1,3.68,5.85
insertion,4.47,5.05,5.18
insider,4.5,4.39,5.63
insidious,3.55,4.68,3.58
insight,6.76,3.96,6.3
insightful,5.43,4.27,6.85
insignia,5.57,2.83,5.44
insignificant,3.64,3.7,4.64
insinuate,4.09,5.22,5.84
insipid,4.16,2.9,4.29
insist,4.42,4.55,6.35
insistence,5,5.63,5.33
insistent,4.75,3.91,5.54
insolence,3.5,3.83,5.22
insolent,2.74,5.43,4.12
insomnia,2.67,4.91,2.92
inspect,5.26,4.05,4.78
inspection,4.32,4.05,4.48
inspector,4.33,3.61,5.89
inspiration,6.53,4.77,6
inspirational,6.95,4,6.08
inspire,7.42,5.9,7.11
inspired,6.89,5.56,7.3
instability,2.75,4.89,3.27
install,5.95,3.72,6.68
installation,5.06,3.42,5.75
installment,4.42,4.43,5.54
instant,5.84,4.33,6.22
instantaneous,5.16,4.72,5.96
instinct,5.67,4.44,6.26
instinctive,5.81,4.04,5.88
institute,4.95,3.5,5.11
institution,4,4.09,4.74
instruct,5.81,4.25,6.23
instruction,5.22,2.62,5.65
instructive,6.26,4.05,5.96
instructor,6.15,5.05,5.81
instrument,6.68,3.88,6.35
instrumental,6.76,3.92,6.68
insubordination,3.47,6.29,4.04
insufferable,3.85,3.65,3.38
insufficient,3.24,3.57,3.38
insulation,5.37,3.71,5.56
insulin,4.52,4.92,3.81
insult,2.62,5.3,3.96
insulting,1.89,4.7,4.48
insurance,3.76,3.8,5.84
insure,5.67,3.76,5.72
intact,6,3.18,7.3
intake,5.53,4,6.35
intangible,5.7,3.19,4.28
integral,5.19,3.65,6.11
integrate,5.78,3.37,5.08
integration,5.29,4.38,5.88
integrity,6.11,3.36,6.96
intellect,6.62,4.41,6.69
intellectual,7.65,4.53,6.56
intelligence,7.65,6.32,6.72
intelligent,7.6,5.67,6.77
intend,5.75,3.39,6.18
intense,5.65,6.6,5.57
intensity,5.19,7.05,5.34
intensive,4.25,4.38,5.9
intent,5.86,4.32,6.25
intention,5.58,3.91,6.81
intentional,5.37,3.89,6
interact,6,3.78,5.46
interaction,5.62,4.35,5.06
interactive,5.89,4.28,5.29
intercede,5.24,4.04,5.38
intercept,4.64,4.59,5.1
interception,5.41,4.23,4.5
interchangeable,5.37,3.77,5.75
intercom,5.26,2.86,5.52
intercourse,7.22,6.5,6
interest,6.66,4.36,6.31
interested,6.83,4.45,6.83
interesting,6.78,5.1,6.83
interface,5.32,3.35,6.15
interfere,3.94,4.33,4.71
interference,4.71,3.84,4.11
intergalactic,6.32,5.91,4.37
interim,4.68,3.68,5.4
interior,5.79,3.86,5.54
interject,4.29,3.52,5.18
interlude,5.47,3.96,4.79
intermediate,5.05,3.28,4.94
intermission,5.2,5,5.38
intermittent,4.65,3.6,4.77
intern,5.14,3.62,5.55
internal,5.18,3.67,6.25
international,5.65,3.95,5.33
internet,6.68,5.44,6.24
internship,5.9,6.25,5.11
interoffice,4.32,3.67,4.59
interpret,5.2,4.43,5.24
interpretation,5.6,4.21,5.43
interpreter,5.8,3.14,5.74
interpretive,5.16,2.9,6.3
interrogate,2.76,4.8,4.64
interrogation,2.21,5.41,2.92
interrupt,3.26,4.36,3.93
interruption,3.81,3.88,4.25
intersection,4.58,4.45,4.42
interstate,5,4.38,4.91
interstellar,5.95,4.95,5.33
interval,5.05,3.43,5.7
intervene,5.21,4.48,5.82
intervention,4.14,4.74,4.57
interview,4.68,6.35,6.84
interviewer,5,4.52,4.75
intestinal,3.3,3.82,4.47
intestine,3.37,4.5,4.21
intimacy,7,6,6.59
intimate,7.22,6.02,6.29
intimidate,2.84,5.27,5.75
intimidating,3,4.33,4
intimidation,3.79,4.67,3.25
intolerable,3.14,5.41,4.15
intolerance,2.95,5.35,3.87
intolerant,3.43,4.05,4.74
intoxicating,5.58,5.81,2.82
intracranial,4.62,4.45,4.57
intravenous,4.29,4.09,4.59
intrepid,5.37,3.95,5.5
intricate,5.11,4.48,5.13
intrigue,6.05,5.18,6.21
intriguing,6.53,5.44,5.53
intro,5.15,4.48,5.84
introduce,5.91,4.55,6.84
introduction,5.81,3.9,5.36
intrude,3.1,5.2,3.92
intruder,2.46,5.66,3.18
intrusion,3.37,4.9,2.75
intrusive,3.05,5.77,4.47
intubation,4.1,4.04,4.32
intuition,6.42,4.81,5.84
intuitive,6,4.28,6.29
invade,3.32,6,4.31
invader,2.23,5.67,3.5
invalid,3.52,3.7,5.1
invaluable,5.6,5.21,5.14
invasion,2.45,6.59,3
invasive,3.1,6.28,3.23
invent,6.64,6.16,6.9
invention,6.4,4.24,6.67
inventive,6.29,4.22,6.39
inventor,6.21,4.62,5.15
inventory,4.95,3.58,5.48
inverted,4.91,3.85,5.58
invest,6.16,3.95,5.94
investigate,5.68,4.09,5.43
investigation,4.36,5.7,6.11
investigative,5.5,5.8,5.69
investigator,4.95,4.35,4.79
investment,5.14,4.73,5.19
investor,5.42,3.39,5.76
invincible,6.32,5.3,6.6
invisibility,5.32,4.32,5.1
invisible,5,3.95,4.27
invitation,7.05,4.94,6.43
invite,5.68,5.1,6.95
invoice,4.6,3.68,5.7
invoke,5.05,4.85,5.54
involuntary,4.05,3.75,4.13
involve,5.44,3.6,5.28
involvement,5.81,2.95,6.41
invulnerable,6.05,3.85,5.36
iodine,4.9,4.21,4.86
ion,5.1,4.19,5.16
iota,5.16,2.76,4.55
irate,2.9,4.71,3.6
iris,6.85,4.2,6.24
iron,5.03,3.24,5.51
ironclad,5.14,3.77,6.09
ironic,5.42,4.39,4.46
irony,5.19,4.09,5.28
irrational,3.5,5.12,3.46
irregular,4.05,4.86,4.93
irregularity,4.26,3.94,3.44
irrelevant,3.35,3.71,4.68
irreparable,4.05,5.05,3.5
irreplaceable,5.59,4.62,3.95
irresistible,6.58,5.71,4.68
irresponsible,2.5,5,3.91
irreversible,3.61,4.09,3.11
irrigate,5.23,3.77,5.6
irrigation,3.82,4.65,6.05
irritable,2.85,6.37,4.23
irritate,3.19,5.85,4.39
irritating,2.63,4.91,3.77
irritation,3.38,5.5,4.35
island,7.18,4.25,5.58
isle,6.05,3.24,4.7
isolate,4.35,4.6,4.38
isolation,3.77,3,4.52
isotope,5.35,2.73,5.19
issue,3.95,4.55,5.47
itch,3.11,5,3.86
itchy,2.53,4.9,3
item,5.29,2.9,5.5
itinerary,6.1,3.27,5.32
ivory,5.2,2.33,5.17
jab,3.81,4.85,5.42
jabber,4.38,3.78,4.95
Jack Daniels,5.38,4.78,5.59
jackal,4.65,4.58,4.57
jackass,4.05,6.57,4.59
jacket,5.86,3.35,6.89
jackhammer,3.9,4.7,4.76
jackpot,7.1,5.62,4.35
jackrabbit,5.95,3.61,4.36
jade,6.25,3.43,5.37
jaded,3.62,3.79,5.65
jagged,3.95,6.05,4.48
jaguar,5.63,5.55,5.1
jail,1.91,4.47,3.91
jailbird,2.38,4.48,3.18
jailbreak,3.5,5.6,5.27
jailer,2.61,4.95,3.79
jailhouse,2.57,4.5,2.89
jalopy,5.15,3.94,4.12
jam,5.81,3.95,5.89
jamboree,6.14,5.28,5.5
jammer,5.19,4.22,5.1
janitor,4.86,2.3,5.36
janitorial,4.87,3.86,5.35
jar,5.71,2.77,5.26
jargon,4.85,3.95,5.25
jarhead,4.16,4.41,4.14
jasmine,6.74,3.7,5.75
java,5.9,5.05,6.16
javelin,5.24,3.89,5.71
jaw,4.41,4.09,5.84
jawbone,4.63,4.19,5.65
jaws,4.42,5.91,4.68
jazz,6.57,6.05,6.42
jazzy,6.81,4.74,5.42
jealous,2.38,5.9,4.68
jealousy,2.58,5.45,3.89
jean,6.05,2.41,5.19
jeans,5.47,3.95,6.26
jeep,5.53,4.05,5
jeering,2.52,5.57,4.32
jelly,5.9,3.63,5.68
jellybean,6.4,4.77,6.14
jellyfish,4.9,3.73,4
jeopardize,3.1,6.15,3.65
jeopardy,3.84,4.23,4.32
jerk,2.43,6.45,4.84
jerky,4.74,4,4.21
jest,6.2,4.21,5.64
jester,4.53,4.75,5.35
jet,6.74,5.26,5.44
jewel,6.68,3.83,5.1
jeweler,5.95,3.73,5.73
jewelry,7,3.38,6.19
jib,5.53,4.57,4.83
jiff,5.21,4.17,4.68
jiffy,6.09,4.89,6.05
jig,4.95,4.95,5.33
jiggle,6.15,5.22,4.88
jigsaw,5.05,4,6.57
jihad,2.32,5.35,3.08
jingle,5.16,4.33,5.81
jinx,3.59,4.95,4.16
jittery,3.35,4.89,3.5
jive,6.32,5.68,5.29
job,5.64,4,4.44
jockey,4.95,4.84,5.62
jockstrap,3.5,4.33,4.58
jog,5.81,3.43,6.35
jogger,5.11,3.5,5.94
join,5.83,3.9,4.94
joint,5.32,4.5,6.16
joke,7.88,5.73,5.79
joker,5.67,4.21,5.05
jolly,7.47,5.95,7.4
jolt,4.43,6.63,4.76
jot,4.79,4,5.77
jour,5.74,2.95,5.45
journal,5.91,3.23,6.31
journalism,4.95,4.22,5.67
journalist,5.3,3.86,6.15
journalistic,5.55,3.2,6.45
journey,6.65,4.89,6.77
joust,4.9,5.61,5.11
joy,8.21,5.55,7
joyful,8.21,5.53,7.05
joyous,7.45,6.62,6.25
joyride,6.1,3.71,5.93
jubilee,7.05,5.2,6.35
judge,3.89,4.5,3.78
judgment,4.65,4.27,5.54
judgmental,3,5.05,3.79
judicial,4,4.59,4.9
judo,5.79,4.5,6.17
jug,5.45,3.73,5.45
juggle,5.84,5.14,4.7
juggler,6.3,4.05,5.23
jugular,5.2,4.56,4.84
juice,6.9,4.6,5.74
juicer,5.84,4.44,5.35
juicy,7.05,4.7,5.48
juju,4.73,4.12,5.21
juke,5,3.3,4.92
jukebox,6.76,4.9,5.67
jumbo,4.9,4.24,4.92
jump,6.44,5.14,5.72
jump rope,5.74,4.7,5.54
jumper,4.55,3.76,5
jumpsuit,5.1,3.62,5.7
jumpy,4.8,5.45,4.47
junction,5.21,3.86,6.36
juncture,5.25,4.08,5.79
jungle,5.7,4.06,4.5
junior,5.36,4.15,6.26
juniper,6.33,3.27,5.3
junk,3.57,3.95,4.86
junket,4.22,3.5,5.35
junkie,2.5,4.62,3.82
junky,3.05,4.3,4.86
junkyard,4.05,3.95,4.82
jurisdiction,4.68,3.95,4.33
juror,4.65,4.5,5.08
jury,4.23,5.2,5.21
justice,6.8,5.4,6.31
justifiable,6.1,3.58,5.84
justification,5.68,4.09,6.48
justify,6.17,3.2,6.04
juvenile,3.74,3.85,4.12
kale,5.79,3.29,5.5
kamikaze,3.58,4.68,3.87
kangaroo,6.45,4.27,5.37
kappa,5.65,2.79,4.59
kaput,3.95,4.45,4.52
karaoke,6.29,5,6.17
karate,6.26,4.6,6.74
karma,6.28,4.18,3.29
karmic,5.63,4.22,4.19
kayak,5.68,3.77,5.43
kazoo,5.76,5.05,5.1
kebab,5.95,3.65,5.23
keel,4.64,4.15,5.74
keen,6.72,3.21,5.52
keep,6.32,3.43,5.71
keeper,5.89,3.81,4.83
keepsake,6.73,4.43,5.95
keg,5.65,4.52,6.33
kelp,5,3.46,5.18
kennel,4.64,3.67,5.73
kerchief,5.31,2.95,5.1
kernel,5.23,3.87,5.53
kerosene,3.86,4,5.34
ketchup,6.03,3.85,5.48
kettle,5.67,3.1,5.68
key,6.22,3.9,6.75
keyboard,5.17,3.59,5.13
keyhole,5.39,3.96,5.74
keynote,5.67,3.1,5.84
keypad,5.65,3,6
keyword,5.6,3.67,5.73
khaki,5.05,2.64,6.08
kibble,5.5,3.7,5.46
kick,4.55,5.1,5.1
kickboxing,5.33,4.45,5.18
kicker,5.11,4.85,5.53
kickoff,4.95,5,6.11
kid,7.23,4.71,4.83
kidder,6.38,3.25,5.09
kiddo,5.65,4.68,5.26
kidnap,2.19,5.59,2.37
kidnapper,1.77,6.52,3.33
kidnapping,2.05,5.36,2.47
kidney,4.9,3.95,5.44
kids,6.48,5.69,5.13
kill,1.81,6.81,3.61
killer,1.74,7.05,4.43
killing,1.95,5.52,4.47
killjoy,3.84,4.14,4.05
kilo,4.29,3.26,5.19
kilometer,5.52,4.1,4.81
kilt,5.12,4.74,4.81
kimono,5.9,3.77,5.08
kin,5.85,3,5.05
kind,7.78,3.19,7.62
kindergarten,6.62,3.09,6.17
kindling,5.45,4.05,5.85
kindness,7.65,3.96,6.95
kindred,6.47,3.23,5.46
kinesiology,4.9,3.89,5.14
kinetic,5.11,4.95,5.29
king,6,4.45,5.53
king snake,3.26,6.64,3.8
kingdom,6.74,4.2,6.75
kingpin,4.37,5.14,5.17
kink,5.29,4.8,4.82
kinky,5.71,5.52,5.33
kinship,7.53,4.65,6.26
kiosk,5,3.35,5.1
kiss,7.78,6.05,6.52
kisser,7.33,5.85,5.38
kissy,7.06,5.32,5.2
kit,6.1,3.68,6.29
kitchen,6.17,3.52,5.89
kite,6.9,4.2,6.24
kitten,7.58,3.19,6.67
kiwi,6.11,3.65,5.5
klutz,3.81,4.08,4.21
knack,5.68,3.77,5.71
knapsack,5.3,3.86,5.5
knee,4.7,4.25,5.38
kneecap,4.55,3.74,5.46
kneel,4,3.18,4.88
knick,5,3.45,4.84
knickers,5.74,3.7,4.09
knife,4.33,4.86,5.29
knighthood,6.2,4.86,5.81
knit,5.85,3.35,6.44
knob,5.21,3.05,5.35
knock,5.44,3.95,5.11
knockoff,3.55,4.22,4.68
knockout,4.95,5.91,4.11
knoll,5.09,3.68,5.55
knot,4.57,3.84,6.04
know,6.82,3.24,5.78
knowledge,7.28,4.86,7.2
knowledgeable,7.95,4.65,7.19
knuckle,4.68,4.32,4.95
knucklehead,3.79,4.82,4.64
koala,6.65,3.73,6.62
kook,4.5,3.38,4.78
kooky,6.42,5.67,5.3
kool-aid,6.6,4.09,5.22
kosher,4.68,3.06,6.12
kraut,4.72,3.55,4.6
kryptonite,5.21,5.86,4.96
kudos,6.95,4.27,6.95
kumquat,6.1,2.75,4.59
lab,4.57,4.35,6.68
label,4.79,3.38,5.48
labor,4.74,5.23,5.41
laboratory,5.14,4.38,4.77
laborer,4.71,4.08,5.21
labyrinth,4.84,4.24,3.8
lace,6.58,3.75,6.7
laceration,3.43,6.67,3.64
lack,3.68,2.24,5.46
lackey,4.32,4,4.13
lacquer,4.95,3.3,5
lacrosse,5.29,3.7,4.84
lactose,4.44,3.44,4.26
lad,6.19,3.6,5
ladder,5.32,4.09,5.56
laddie,5.5,4.32,5
ladle,5.11,2.82,5.42
lady,6.91,4.05,5.87
lady bug,7,3.38,5.8
ladybug,6.9,3.45,5.33
ladylike,5.68,3.77,5.37
ladyship,6.24,3.45,5.15
lag,3.9,4,4.57
lager,5.4,3.11,5.64
lagoon,6.23,3.56,4.62
lair,5,5.35,5.12
lake,7.13,2.64,5.36
lamb,6.3,3.32,5.72
lame,3.2,2.74,3.45
lament,4.16,3.33,3.47
lamp,5.74,2.71,6.04
lamppost,5.29,2.76,6.17
lance,4.7,3.6,5.17
lancer,4.58,3.25,4.61
land,6.61,3.05,5.94
landfall,4.95,3.45,5.04
landfill,3.14,3.65,4.46
landing,5.09,3.62,5.62
landlady,4.1,4.9,4.52
landlord,3.5,3.95,4.64
landmark,6,4.15,5.5
landscape,7,3.75,5
landscaping,6.58,4,6.31
landslide,4.76,5.89,3.81
lane,5.29,3.95,6.95
language,6.38,3.7,7.37
lanky,5.71,4.32,5.11
lantern,5.37,3.21,5.24
lap,5.89,3.45,5.26
lapdog,6.45,3.2,4.53
lapel,5.74,3.17,5.21
lapse,4.35,3.11,3.59
laptop,6.95,4.62,6.5
larceny,3.1,5.44,4.29
lard,3.55,2.95,4.18
large,5.77,5.35,5.05
lark,5.19,3.52,4.96
laryngitis,3.14,3.56,4.06
larynx,4.45,4,5.84
lasagna,7.1,5.04,5.89
laser,5.64,5.09,5.52
lash,4.63,4.65,5.2
lass,5.42,4.24,5.75
lasso,5.33,4.67,4.68
lasting,6.67,3.33,6.33
latch,5,3.09,4.78
late,3.32,5.57,4.22
latent,4.48,3.04,4.11
lateral,5.43,4.11,4.68
latex,3.95,3.72,5.54
lather,5.57,4.39,6.16
latitude,4.82,3.74,5.47
latrine,4,3.82,5.56
latte,6.45,4.79,6.4
laugh,7.56,6.62,7.39
laughable,6.21,5.6,5.46
laughingstock,3.77,5.16,3.52
laughter,8.05,5.39,7.02
launch,6.4,5.26,6.75
launcher,5.38,4.39,5.11
launder,5.15,3.57,5.36
laundering,5.3,3.71,3.84
laundry,5.15,4.5,6.09
lava,4.33,5.26,3.12
lavatory,5.18,4.21,5.57
lavender,6.9,3.81,6.03
lavish,6.79,4.88,5.88
law,4.55,3.55,4.83
lawful,6.26,3.7,5.71
lawless,3.1,4.17,3.94
lawlessness,2.61,4.73,3.54
lawman,4.79,4.14,4.38
lawn,6.05,2.62,6.04
lawnmower,5.48,2.92,5.74
lawsuit,2.84,5.39,3.2
lawyer,3.94,3.95,3.56
lax,4.43,3.12,5.33
laxative,3.1,4.14,3
lay,6.18,3.7,6.32
layaway,5.29,3.9,5.35
layer,5.2,3.45,6.04
layman,5.1,3.48,5.11
layout,4.95,3.52,4.95
layover,3.37,4.1,2.63
laziness,3.9,2.76,4.95
lazy,3.05,3.05,5.79
lead,5.56,3.95,5.22
leaded,4.52,3.52,4.23
leader,6.24,4.96,6.3
leadership,6,4.76,6.84
leaf,6.16,3.05,5.54
leafy,5.95,3.57,5.88
league,5.35,4.25,6.28
leak,4,5.43,4.57
leakage,3.52,5.23,3.67
leaky,3.95,4.33,4.59
lean,6.35,3.32,5.84
leap,4.8,4,5.33
learn,6.85,4.8,7
learner,6.4,4.23,7.14
lease,4.75,3.23,4.63
leash,5.25,3,4.32
leather,5.84,3.57,5.32
leave,4.68,4.48,5.47
lecherous,3.33,3.79,3.65
lecture,4,3.16,4.5
lecturer,4.42,3.48,4.88
ledge,5.24,4.95,4.36
ledger,5.33,3.24,5.87
leech,2.43,4.09,4.5
leeway,5.26,3.88,6.11
leftover,4.59,4.27,5.54
leftovers,5.29,3.4,6.09
lefty,5.7,3.33,4.92
leg,6.22,2.75,5.5
legacy,7.38,4.75,5.67
legal,5.24,3.35,6.68
legend,6.86,5.13,6.78
legendary,6.86,6.61,6.95
legion,5.32,4.18,4.87
legislation,3.55,4.09,3.85
legislature,3.55,3.22,4.48
legit,6.85,4.8,5.77
legitimacy,5.55,4.09,6.37
legitimate,5.7,3.94,6.29
lego,6.14,5.05,6.3
legwork,4.86,3.5,6.36
leisure,7.4,4.48,6.68
leisurely,6.92,3.6,6.58
lemon,6.37,4.52,5.43
lemonade,7.05,4.63,6
lend,4.95,3.22,5.5
length,5.21,3.41,5.67
lengthy,4.4,3.39,5.24
leniency,5.8,3.78,5.71
lenient,5.52,3.61,5.54
lens,5.42,2.95,5.04
leopard,6.43,6.26,4.29
leotard,5.1,3.95,5
leper,3.3,4.24,2.88
leprechaun,6,5.11,4.43
leprosy,2.25,4.38,3.35
lesbian,5.76,6.04,5.34
lesion,2.95,5.62,4.13
lessen,4.5,4.08,4.73
lesson,5.57,3.8,6.79
let,5.95,2.71,6.06
lethal,2.48,5.64,4.72
letter,5.68,3.19,5.97
letterhead,4.68,3.27,6.32
lettering,5.14,3.12,5.42
lettuce,5.84,3.64,5.44
leukemia,1.47,5.75,2.83
levee,5.09,4.26,5.14
level,5.72,2.15,5.61
lever,4.5,2.56,6.29
leverage,4.9,4.08,5.25
levitate,5.4,6.1,5.04
lewd,3.58,4.41,4.53
liability,3.45,4.58,4.24
liable,4,4.32,5.19
liaison,5.05,3.35,5.81
liar,2.41,6.6,4.74
libel,3.68,5,4.78
liberate,5.79,5.32,6.96
liberating,7.75,5.3,7.31
liberation,6.74,5.29,5.59
liberty,7.2,4.5,7.04
libido,6.86,5.68,4.95
librarian,6.38,1.75,5
library,6.33,2.52,6.35
lice,2.24,5.2,2.77
license,5.91,4.7,6.79
lick,6.38,6.2,5.97
licorice,4.58,4.14,5.52
lid,5.14,2.91,6.33
lie,2.39,4.81,4.72
liege,4.6,3.32,5.11
lieutenant,4.91,4.1,5.28
life,6.68,5.59,5.89
lifeboat,5.84,3.96,5.7
lifeguard,6.35,4.64,5.73
lifeless,2.24,3.55,2.81
lifelike,6.16,4.32,5.39
lifeline,5.77,4.46,5.26
lifelong,6.76,4.32,6.74
lifer,3.74,4.55,4.32
lifesaver,7.24,4.92,6.19
lifestyle,5.95,5.52,6.4
lifetime,7.3,4.52,5.09
lift,5.32,4.9,6.84
liftoff,4.7,6.17,5.62
ligament,4.19,3.16,4.89
ligature,4.05,4.12,4.42
light,6.55,3.52,5.89
light year,6.24,4.79,4.55
lightbulb,5.55,3.07,6.67
lighten,6.21,3.14,5.45
lightheaded,4.89,3.96,3
lighthouse,6.24,3.67,6.24
lighting,6.52,4.92,6.18
lightness,6.37,4.5,5.88
lightning,5.34,6.75,4
lightweight,5.9,3.05,5.36
likable,6.83,4.23,7.35
like,7.44,4.4,6.28
likelihood,5.74,2.9,5.59
likely,6.9,4.42,6.14
likeness,6.6,4.27,6.43
lilac,6.95,3.64,6.24
lily,7.05,2.64,5.39
limb,4.42,2.7,6.37
limber,6.45,3.41,6.07
limbo,4.53,4.1,4.05
lime,6.1,3.83,6.23
limelight,6.05,5.47,5.86
limestone,5.05,2.83,5.61
limey,4.86,3.55,5.37
limit,4.53,4.29,4.37
limitless,7.11,5.83,6.05
limo,6.14,4.15,5.88
limousine,6.14,5.65,6.2
limp,2.81,3,4.45
line,4.82,3.24,4.89
lineage,5.32,3.37,5.45
linear,5.05,3.2,6
linebacker,5.42,4.41,4.5
linen,6,2.95,5.73
liner,4.79,3.71,5.57
lineup,4.45,4.47,5.15
linger,4.42,4.05,5.39
lingerie,6.89,5.18,5.87
lingering,4.95,4.48,4.41
lingo,5.33,3.3,5.28
linguini,5.45,4.09,5.53
linguist,5,3.71,5.59
linguistics,6.37,2.76,5.87
link,5.9,3.15,5.91
linoleum,4.47,2.77,5.54
lint,4.3,2.44,4.75
lion,5.84,5.29,4.86
lip,6.38,4.6,5.95
liposuction,4.68,4.05,4.21
lipstick,6.35,4,5.58
liqueur,4.74,5.05,5.73
liquid,5.35,3.67,6.16
liquidate,3.95,4.36,4.36
liquor,4.85,5.85,4.5
lira,5.6,3.1,5.08
lisp,3.9,3.78,3.5
list,5.89,2.55,5.61
listen,6.91,3.76,5.56
listener,6.1,3.83,5.67
listing,5.67,2.9,5.56
listless,3.84,3.33,4.67
liter,4.37,3.65,5.16
literacy,7.55,3.95,6.36
literal,5.84,4.35,6.32
literary,5.95,3.9,6.43
literature,6.43,3.7,6.06
lithium,4.75,3.5,4.79
litigation,3.8,4.33,4.21
litigator,3.52,4.43,4.36
litter,2.58,3.8,5.7
little,5.91,4.2,5.18
live,7.95,4.71,6.5
livelihood,6.21,4.6,6.09
lively,7.12,6.1,6.86
liven,6.1,5.84,5.95
liver,4.19,3.27,4.67
livery,4.59,5.11,5.37
livestock,5.95,2.95,4.68
livid,3.42,5.38,4.55
lizard,5.43,5.5,5.86
llama,5.43,4.04,5.63
load,4.43,4.55,6.68
loader,4.48,2.96,6.33
loaf,5.75,2.45,5.32
loafer,4.05,3.63,5.05
loan,4.19,3.3,3.77
loathe,2.68,5.18,4.77
loathing,2.42,4.5,3.95
loathsome,2.89,4.45,3.57
lobby,4.76,4.65,5.53
lobbyist,3.32,3.73,4.45
lobe,4.52,3.92,5.59
